id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
4359,Kochi,2017,57539,Diesel,Manual,First,7,12.83,12.8,2494,102,,toyota,innova
4360,Kochi,2018,20004,Diesel,Automatic,First,4,68.94,17.54,2993,313,,bmw,6
4361,Mumbai,2012,54500,Diesel,Manual,First,5,4.1,21.13,1498,108.4,13.72,skoda,rapid
4362,Jaipur,2016,27886,Petrol,Manual,First,5,2.85,22,814,55,,hyundai,eon
4363,Mumbai,2007,66000,Petrol,Automatic,First,5,3.7,11.1,2354,158.8,,honda,cr-v
4364,Coimbatore,2013,72202,Diesel,Automatic,First,5,9.06,20,1968,138.1,,skoda,laura
4365,Delhi,2011,70000,Petrol,Manual,Second,5,4.75,13.4,1798,157.8,,skoda,laura
4366,Jaipur,2015,78233,Diesel,Manual,First,5,6.6,26,1498,98.6,,honda,city
4367,Chennai,2007,120203,Diesel,Manual,Second,7,3.5,13.93,2179,138,,tata,new
4368,Pune,2011,20575,Petrol,Manual,First,5,2,19,998,67.1,,maruti,zen
4369,Mumbai,2013,39879,Petrol,Manual,First,5,3.89,17.8,1198,86.7,,honda,amaze
4370,Jaipur,2017,31056,Petrol,Manual,First,5,3.6,23.01,999,67,,renault,kwid
4371,Mumbai,2015,50940,Petrol,Automatic,First,5,6.95,19.12,1373,91.1,,maruti,ciaz
4372,Coimbatore,2016,99362,Diesel,Manual,First,5,7.03,22.54,1396,88.73,,hyundai,i20
4373,Ahmedabad,2016,54000,Diesel,Manual,First,7,16.5,13.68,2393,147.8,23.14,toyota,innova
4374,Coimbatore,2016,54268,Diesel,Manual,First,5,7.67,28.09,1248,88.5,,maruti,ciaz
4375,Coimbatore,2012,94521,Diesel,Automatic,First,5,23.19,14.74,2993,270.9,,jaguar,xf
4376,Kochi,2017,38932,Petrol,Manual,First,5,6.21,19.1,1197,82,,hyundai,xcent
4377,Coimbatore,2015,60395,Diesel,Automatic,First,5,45.82,16.12,2967,245,,porsche,cayenne
4378,Mumbai,2016,29000,Diesel,Manual,First,5,5.95,24.4,1120,71,,hyundai,xcent
4379,Delhi,2011,58000,Diesel,Automatic,First,5,11,16.55,1968,140,,audi,a4
4380,Coimbatore,2016,60913,Petrol,Manual,First,5,7.19,20.73,1373,91.1,,maruti,ciaz
4381,Delhi,2011,65000,Diesel,Manual,First,8,6.4,12.8,2494,102,,toyota,innova
4382,Chennai,2015,26000,Diesel,Manual,First,5,26,15.8,2148,170,,mercedes-benz,new
4383,Hyderabad,2016,19947,Petrol,Manual,First,5,4.5,20.36,1197,78.9,,hyundai,i10
4384,Chennai,2011,70816,Petrol,Automatic,First,5,3.1,16.95,1197,78.9,,hyundai,i10
4385,Delhi,2015,54000,Diesel,Manual,First,5,5.95,27.39,1248,74,,maruti,baleno
4386,Delhi,2008,138000,Petrol,Manual,First,5,1.2,18.2,1061,64,,maruti,zen
4387,Chennai,2014,35000,Diesel,Automatic,First,5,52,16.46,2993,258,,bmw,7
4388,Bangalore,2015,50000,Diesel,Automatic,First,7,48,11.33,4134,335.2,,audi,q7
4389,Hyderabad,2011,124652,Diesel,Automatic,First,5,21.99,11.7,2993,245,,bmw,x5
4390,Hyderabad,2013,80264,Petrol,Manual,First,5,4.3,21.1,1197,85.8,,maruti,ritz
4391,Pune,2013,125600,Diesel,Manual,First,5,3.75,21.64,1461,84.8,,nissan,sunny
4392,Mumbai,2015,49000,Petrol,Manual,First,5,8.95,14.28,1798,138.03,,toyota,corolla
4393,Pune,2012,111000,Diesel,Manual,First,5,4.75,23.59,1364,67.1,,toyota,etios
4394,Coimbatore,2016,33690,Petrol,Manual,First,5,14.6,14.28,1798,138.03,,toyota,corolla
4395,Mumbai,2012,50000,Diesel,Automatic,First,5,17.5,17.68,1968,174.33,,audi,a6
4396,Kolkata,2012,38092,Diesel,Manual,First,7,5.2,20.77,1248,88.8,,maruti,ertiga
4397,Coimbatore,2017,47774,Petrol,Manual,First,5,6.04,18.9,1197,82,,hyundai,grand
4398,Chennai,2009,167000,Diesel,Manual,Second,5,2.7,19.09,1396,69,,tata,indigo
4399,Chennai,2019,65000,Diesel,Automatic,First,5,6.75,26.59,1248,74,,maruti,swift
4400,Kolkata,2011,46000,Petrol,Manual,First,5,2.35,15.26,1598,103.5,,volkswagen,polo
4401,Hyderabad,2017,16500,Petrol,Manual,First,5,5,23.84,1199,84,6.29,tata,tiago
4402,Kolkata,2016,39000,Petrol,Manual,First,5,6.95,17.8,1497,117.3,,honda,city
4403,Jaipur,2018,6000,Petrol,Manual,First,5,6.7,19.5,1199,86.76,8.18,honda,amaze
4404,Hyderabad,2015,60000,Diesel,Automatic,First,5,25,17.11,1968,174.33,,audi,a4
4405,Chennai,2011,97320,Petrol,Automatic,First,5,3.75,14.4,1598,103.6,,volkswagen,vento
4406,Chennai,2011,99807,Diesel,Manual,First,5,3.75,20.54,1598,103.6,,volkswagen,vento
4407,Pune,2013,46000,Petrol,Manual,First,5,5.1,17,1497,118,,honda,city
4408,Mumbai,2010,12000,Petrol,Manual,First,5,2.45,22.5,998,67.04,5.04,maruti,wagon
4409,Kolkata,2005,13002,Petrol,Automatic,First,5,3.25,9.3,2771,193.1,,skoda,superb
4410,Kolkata,2014,26000,Diesel,Manual,First,5,5.5,26,1498,98.6,,honda,city
4411,Kochi,2014,68365,CNG,Manual,First,5,3.77,26.6,998,58.16,,maruti,wagon
4412,Coimbatore,2016,27833,Diesel,Automatic,First,5,49.24,,2987,165,,mercedes-benz,m-class
4413,Kochi,2016,51639,Petrol,Manual,First,5,3.04,22.74,796,47.3,,maruti,alto
4414,Delhi,2015,21000,Petrol,Manual,First,5,4.9,18.6,1197,81.83,,hyundai,i20
4415,Bangalore,2013,90000,Diesel,Manual,First,5,6.25,22.7,1498,89.84,,ford,ecosport
4416,Hyderabad,2015,36255,Diesel,Automatic,First,5,33,19.59,1995,184,,bmw,3
4417,Chennai,2011,58000,Diesel,Automatic,Second,5,27,11.7,2993,245,,bmw,x5
4418,Coimbatore,2014,48997,Petrol,Manual,Second,5,5.21,18,1198,86.7,,honda,amaze
4419,Mumbai,2014,31130,Petrol,Manual,First,5,5.75,15.85,1499,110.4,,ford,ecosport
4420,Coimbatore,2012,75668,Diesel,Automatic,First,5,16.58,14.74,2993,270.9,,jaguar,xf
4421,Delhi,2015,12000,Petrol,Manual,First,5,11,14.53,1798,138,,toyota,corolla
4422,Pune,2014,90000,Petrol,Manual,Second,5,2.8,20.36,1197,78.9,,hyundai,i10
4423,Kochi,2019,17320,Diesel,Automatic,First,5,37.99,15.8,2148,170,,mercedes-benz,new
4424,Delhi,2011,85000,Diesel,Manual,Second,5,3.65,20,1968,108.5,,skoda,laura
4425,Hyderabad,2007,130000,Diesel,Manual,First,7,6,13.1,2499,141,,ford,endeavour
4426,Coimbatore,2013,60328,Petrol,Manual,First,5,4.54,15.6,1196,70,,ford,figo
4427,Kochi,2015,34327,Petrol,Manual,First,5,5.4,18,1198,86.7,,honda,amaze
4428,Mumbai,2014,75000,Diesel,Manual,First,5,3.3,19.1,1405,70,,tata,indica
4429,Hyderabad,2012,86000,Diesel,Automatic,Second,5,18.25,14.7,1985,163,,volvo,xc60
4430,Bangalore,2017,12000,Petrol,Manual,First,5,3.1,22.7,799,53,,datsun,redi
4431,Kochi,2013,57759,Petrol,Manual,First,5,3.84,21.1,814,55.2,,hyundai,eon
4432,Kolkata,2016,24300,Petrol,Manual,First,5,2.44,22.74,796,47.3,,maruti,alto
4433,Bangalore,2011,66000,Petrol,Manual,Second,5,3.6,16.47,1198,73.9,,volkswagen,polo
4434,Mumbai,2015,75915,Petrol,Manual,First,5,3.9,20.36,1197,78.9,,hyundai,i10
4435,Chennai,2013,107000,Petrol,Manual,Second,5,2.9,16.95,1498,97.7,,nissan,sunny
4436,Chennai,2008,86000,Petrol,Manual,Second,5,3.5,14.53,1798,138.1,,toyota,corolla
4437,Chennai,2009,160000,Diesel,Manual,Second,5,3.5,18.1,1493,110,,hyundai,verna
4438,Jaipur,2019,3000,Petrol,Manual,First,5,3.5,24.7,796,47.3,,maruti,alto
4439,Hyderabad,2015,72495,Diesel,Manual,First,5,7,21.9,1396,88.76,,hyundai,i20
4440,Chennai,2016,33000,Diesel,Automatic,First,5,8.7,19.08,1582,126.2,,hyundai,verna
4441,Hyderabad,2014,60000,Diesel,Automatic,First,7,45,12.07,2967,241.4,,audi,q7
4442,Hyderabad,2016,80103,Diesel,Manual,First,5,1.8,25,1396,69,,tata,indica
4443,Kolkata,2007,42100,Petrol,Manual,First,5,0.99,18,995,62,,chevrolet,spark
4444,Kolkata,2018,4500,Petrol,Manual,First,5,4.8,18.9,1197,81.86,6.4,hyundai,grand
4445,Mumbai,2014,97000,Diesel,Manual,First,7,17.95,12.55,2982,169,,toyota,fortuner
4446,Chennai,2016,50000,Electric,Automatic,First,5,13,,72,41,13.58,mahindra,e
4447,Kochi,2017,51223,Petrol,Manual,First,5,5.66,18.9,1197,81.86,7.48,hyundai,grand
4448,Delhi,2009,64000,Petrol,Manual,First,5,3.1,17,1497,118,,honda,city
4449,Kochi,2016,56911,Petrol,Manual,First,5,6.54,18.6,1197,81.86,,hyundai,elite
4450,Hyderabad,2015,147848,Diesel,Manual,First,8,13.2,12.8,2494,102,,toyota,innova
4451,Kochi,2018,21290,Petrol,Automatic,First,4,56.8,13,4951,395,83.92,ford,mustang
4452,Kochi,2019,14076,Diesel,Automatic,First,7,19.4,11.36,2755,171.5,20.74,toyota,innova
4453,Ahmedabad,2007,75180,Petrol,Manual,First,5,1.65,18.2,1061,64,,maruti,zen
4454,Jaipur,2013,92000,Diesel,Manual,Second,5,4.35,22.9,1248,74,,maruti,swift
4455,Hyderabad,2015,57266,Diesel,Manual,First,5,6.5,20.5,1248,91.72,,fiat,avventura
4456,Delhi,2007,64000,Petrol,Manual,First,5,1.11,18.2,998,67.1,,maruti,zen
4457,Mumbai,2013,41000,Diesel,Manual,First,5,5.5,19.87,1461,83.8,,renault,duster
4458,Delhi,2012,45999,Diesel,Manual,First,6,11,10.5,2835,107.2,,mitsubishi,pajero
4459,Pune,2015,50000,Petrol,Automatic,First,5,3.9,23.1,998,67.04,,maruti,celerio
4460,Pune,2013,70000,Diesel,Manual,First,5,1.8,17.88,1405,48.21,,tata,indica
4461,Kochi,2016,37540,Petrol,Manual,First,5,6.22,18.6,1197,81.86,,hyundai,elite
4462,Hyderabad,2014,44000,Petrol,Automatic,First,5,4.3,23.1,998,67.04,,maruti,celerio
4463,Hyderabad,2017,22500,Petrol,Manual,First,5,5.99,18.9,1197,81.86,7.82,hyundai,grand
4464,Delhi,2017,17431,Petrol,Manual,First,5,6,18.6,1197,81.83,,hyundai,i20
4465,Delhi,2014,61566,Petrol,Manual,First,5,5.85,17.1,1591,121.3,,hyundai,verna
4466,Kochi,2014,61730,Diesel,Automatic,First,5,19.94,12.39,2179,147.51,,land,rover
4467,Chennai,2009,68000,Petrol,Manual,First,5,2.9,16.1,1298,88.2,,maruti,swift
4468,Mumbai,2014,29000,Petrol,Manual,First,5,4.25,18,1198,86.7,,honda,amaze
4469,Hyderabad,2010,156210,Diesel,Manual,First,5,5.99,21.43,1364,87.2,,toyota,corolla
4470,Kolkata,2013,46500,Diesel,Manual,First,5,3.3,27.4,1498,98.6,8.54,honda,amaze
4471,Coimbatore,2009,52830,Diesel,Automatic,Second,5,8.08,16.77,2967,241.38,,audi,a6
4472,Jaipur,2017,39867,Petrol,Manual,First,5,4.5,22.5,998,67.04,5.44,maruti,wagon
4473,Hyderabad,2014,58972,Diesel,Manual,First,7,6.5,24.2,1498,98.6,,honda,mobilio
4474,Bangalore,2006,66000,Petrol,Automatic,Second,5,3.9,10.1,2354,152,,honda,cr-v
4475,Delhi,2013,52000,Petrol,Manual,First,5,5.25,17.1,1591,121.3,,hyundai,verna
4476,Bangalore,2014,58000,Diesel,Automatic,First,7,17,11.72,2199,194.3,,hyundai,santa
4477,Ahmedabad,2012,58000,Petrol,Automatic,First,5,3.5,16.95,1197,78.9,,hyundai,i10
4478,Hyderabad,2008,75000,Diesel,Manual,Second,5,3,17.7,1399,68,,ford,fusion
4479,Coimbatore,2015,41008,Petrol,Manual,Second,5,4.87,20.36,1197,78.9,,hyundai,i10
4480,Jaipur,2014,65000,Diesel,Manual,First,5,6,24.4,1120,71,,hyundai,xcent
4481,Mumbai,2015,19000,Diesel,Automatic,First,5,15.5,18.19,1968,174.5,36.94,skoda,superb
4482,Pune,2008,74000,Petrol,Manual,Second,5,1.6,16.6,1388,68,,ford,fiesta
4483,Pune,2017,33000,Petrol,Automatic,First,5,7.25,21.4,1197,83.1,,maruti,baleno
4484,Mumbai,2010,95000,Diesel,Manual,Second,5,3.25,17,1896,105,,skoda,laura
4485,Kolkata,2012,34000,Diesel,Manual,First,5,3.4,20.64,1498,108.5,11.16,volkswagen,vento
4486,Coimbatore,2014,102865,Diesel,Automatic,First,7,30.5,12.07,2967,241.4,,audi,q7
4487,Kochi,2016,52378,Petrol,Manual,First,5,7.97,17,1591,121.3,13.6,hyundai,verna
4488,Delhi,2012,38000,Diesel,Automatic,First,5,13.51,14.84,2143,170,,mercedes-benz,new
4489,Kochi,2015,60334,Diesel,Manual,First,5,5.43,25.8,1498,98.6,,honda,amaze
4490,Chennai,2010,107000,Petrol,Manual,First,5,2.6,16.6,1388,68,,ford,fiesta
4491,Bangalore,2013,445000,Petrol,Manual,First,5,4.45,18.5,1197,82.9,,hyundai,i20
4492,Kolkata,2017,2196,Petrol,Manual,First,5,2.75,22.74,796,47.3,,maruti,alto
4493,Kolkata,2010,24000,Petrol,Automatic,First,5,8.75,10.6,2996,258,,bmw,5
4494,Coimbatore,2015,44846,Petrol,Manual,Second,5,5.41,14.6,1368,88.7,,fiat,grande
4495,Kochi,2018,64035,Diesel,Automatic,First,5,8.55,28.4,1248,73.75,10.7,maruti,dzire
4496,Mumbai,2014,45600,Diesel,Manual,First,7,8.25,15.1,2179,140,,mahindra,xuv500
4497,Kochi,2014,102001,Diesel,Automatic,First,7,23.58,11.1,2400,200,,volvo,xc90
4498,Coimbatore,2014,47439,Petrol,Manual,First,5,4.49,20.36,1197,78.9,,hyundai,i10
4499,Hyderabad,2010,193254,Diesel,Manual,First,7,12.99,11.5,2982,171,,toyota,fortuner
4500,Bangalore,2016,29000,Petrol,Automatic,First,4,2.8,21.9,624,37.48,,tata,nano
4501,Coimbatore,2016,51681,Diesel,Manual,First,8,8.43,19.98,1461,108.5,,renault,lodgy
4502,Hyderabad,2015,50000,Diesel,Automatic,First,7,47.5,12.07,2967,241.4,,audi,q7
4503,Mumbai,2016,42666,Petrol,Automatic,First,5,8.95,18,1497,117.3,,honda,city
4504,Jaipur,2013,65000,Diesel,Manual,Second,5,5.5,19.01,1461,108.45,,renault,duster
4505,Jaipur,2014,18776,Petrol,Manual,First,5,4.75,17.8,1198,86.7,,honda,amaze
4506,Jaipur,2016,6714,Petrol,Manual,First,5,4.75,18,1198,86.7,,honda,amaze
4507,Pune,2009,40000,Petrol,Automatic,Second,5,9.5,12.05,1995,154,,bmw,3
4508,Coimbatore,2011,88539,Diesel,Manual,First,5,3.77,23.2,1248,73.94,,maruti,ritz
4509,Delhi,2012,65055,Petrol,Manual,Second,5,4.25,17,1497,118,,honda,city
4510,Mumbai,2014,23000,Diesel,Automatic,First,5,19.9,18.88,1995,184,,bmw,3
4511,Chennai,2009,60000,Diesel,Manual,First,5,4,15,1896,105,,volkswagen,jetta
4512,Kochi,2013,59350,Petrol,Manual,First,5,4.16,19.1,1197,85.8,,maruti,swift
4513,Bangalore,2015,19000,Diesel,Automatic,Second,5,38,16.36,2179,187.7,,jaguar,xf
4514,Kochi,2016,45560,Petrol,Automatic,First,5,6.34,16.9,1197,82,,hyundai,xcent
4515,Pune,2009,118000,Diesel,Manual,First,8,4.5,12.8,2494,102,,toyota,innova
4516,Chennai,2016,55000,Petrol,Manual,First,7,3.75,15.1,1196,73,4.87,maruti,eeco
4517,Delhi,2012,60000,Diesel,Automatic,Second,5,10.2,15.2,1968,140.8,,audi,a4
4518,Chennai,2007,145000,Diesel,Manual,First,8,5,12.8,2494,102,,toyota,innova
4519,Mumbai,2008,46810,Petrol,Manual,First,5,3.95,9.8,1995,163.5,,maruti,grand
4520,Coimbatore,2016,62767,Diesel,Manual,First,5,9.75,20.34,1498,103.2,,volkswagen,vento
4521,Kochi,2018,18553,Petrol,Manual,First,5,7.93,18.6,1197,81.86,,hyundai,elite
4522,Hyderabad,2011,143143,Diesel,Manual,First,5,2.1,17.8,1399,67,,ford,fiesta
4523,Coimbatore,2015,53497,Diesel,Manual,First,7,16.42,13.5,2477,175.56,34.6,mitsubishi,pajero
4524,Bangalore,2011,148000,Diesel,Manual,Second,7,8.9,14.66,2199,194.3,,hyundai,santa
4525,Pune,2012,95000,Diesel,Manual,First,7,7.21,15.1,2179,140,,mahindra,xuv500
4526,Chennai,2015,100000,Diesel,Manual,First,8,13.5,12.8,2494,102,,toyota,innova
4527,Chennai,2016,29000,Diesel,Automatic,First,5,65,11.57,2987,254.79,92.79,mercedes-benz,gle
4528,Bangalore,2014,87000,Diesel,Manual,First,7,7.4,12.05,2179,120,,mahindra,scorpio
4529,Kochi,2014,56838,Petrol,Automatic,First,5,5.15,16.8,1497,118,,honda,city
4530,Pune,2013,100000,Diesel,Automatic,First,7,32,12,2987,224,,mercedes-benz,gl-class
4531,Kolkata,2011,125000,Petrol,Manual,First,5,3.25,17,1497,118,,honda,city
4532,Kolkata,2017,17000,Petrol,Automatic,First,5,3.95,22.5,998,67,5.8,maruti,wagon
4533,Pune,2013,70000,Petrol,Manual,Second,5,1.5,15.4,1193,65,,tata,indigo
4534,Pune,2010,50000,Petrol,Manual,Second,5,3,17,1197,80,,hyundai,i20
4535,Kolkata,2010,39800,Petrol,Manual,First,5,1.99,16,1198,90,,honda,jazz
4536,Kolkata,2010,60000,Petrol,Manual,First,5,1.35,19,998,66.1,,maruti,a-star
4537,Hyderabad,2009,58000,Diesel,Automatic,First,5,13.5,16.07,1995,181,,bmw,3
4538,Hyderabad,2010,110009,Diesel,Manual,First,5,6.99,17.67,1968,138.08,,skoda,yeti
4539,Hyderabad,2013,85000,Diesel,Manual,First,5,8.5,19.01,1461,108.5,,nissan,terrano
4540,Pune,2010,84000,Diesel,Manual,Second,5,2.89,22.07,1199,73.9,,volkswagen,polo
4541,Mumbai,2011,51000,Diesel,Automatic,First,5,10.5,22.69,1995,190,47.87,bmw,3
4542,Kochi,2013,68880,Petrol,Manual,First,5,3.97,16.95,1498,97.7,,nissan,sunny
4543,Chennai,2017,5500,Petrol,Automatic,First,5,4.25,24.07,998,67.1,,maruti,alto
4544,Coimbatore,2016,40052,Petrol,Manual,First,5,6.17,21.1,1197,85.8,,maruti,ritz
4545,Coimbatore,2016,47293,Diesel,Automatic,First,5,38.72,14.16,1968,174.3,,audi,q5
4546,Hyderabad,2013,79663,Diesel,Manual,First,5,6.5,16.8,1493,110,,hyundai,verna
4547,Jaipur,2013,63000,Diesel,Manual,Second,5,4.25,25.8,1498,98.6,,honda,amaze
4548,Kolkata,2014,45000,Diesel,Manual,First,5,4.75,26,1498,98.6,,honda,city
4549,Kochi,2014,56501,Diesel,Automatic,First,7,17.71,12.9,2755,174.5,,toyota,fortuner
4550,Jaipur,2015,58000,Diesel,Manual,First,5,5.85,20.34,1498,103.2,,volkswagen,vento
4551,Coimbatore,2011,51602,Diesel,Automatic,First,5,17.27,22.48,1995,190,63.71,bmw,5
4552,Hyderabad,2007,74199,Diesel,Automatic,First,5,9.25,16.07,1995,181,,bmw,3
4553,Ahmedabad,2017,25000,Petrol,Automatic,First,5,12.75,13,1591,121.3,,hyundai,creta
4554,Pune,2016,70000,Diesel,Automatic,Second,5,27,21.76,1995,190,62.11,bmw,3
4555,Bangalore,2013,25000,Diesel,Automatic,Second,5,21,14.84,2143,167.62,,mercedes-benz,new
4556,Hyderabad,2017,22000,Diesel,Manual,First,5,7.95,26.59,1248,74,,maruti,swift
4557,Hyderabad,2015,47020,Petrol,Manual,Second,5,4.5,23.1,998,67.04,,maruti,celerio
4558,Mumbai,2017,8000,Diesel,Automatic,First,5,33.75,19.59,1995,187.74,,bmw,3
4559,Delhi,2010,73000,Diesel,Automatic,First,7,17.51,11.33,4134,335.2,,audi,q7
4560,Kochi,2017,36973,Petrol,Manual,First,5,6.8,18.2,1199,88.7,8.71,honda,jazz
4561,Coimbatore,2014,42083,Petrol,Manual,First,4,1.68,25.4,624,37.48,,tata,nano
4562,Chennai,2016,61000,Petrol,Manual,First,5,2.9,24.7,796,47.3,,maruti,alto
4563,Mumbai,2014,43628,Petrol,Manual,First,5,3.16,22.5,998,67.04,5.61,maruti,wagon
4564,Jaipur,2014,60000,Diesel,Manual,First,5,3.9,24.4,1120,71,,hyundai,xcent
4565,Delhi,2010,54000,Petrol,Manual,Second,5,1.95,17.8,1199,76.8,,chevrolet,beat
4566,Kochi,2015,27001,Diesel,Automatic,First,5,26.52,16.36,2179,187.7,,jaguar,xf
4567,Chennai,2010,52000,Diesel,Automatic,First,5,9,18.33,1968,167.7,,volkswagen,passat
4568,Hyderabad,2012,80000,Diesel,Manual,First,5,4.5,21.27,1396,88.76,,hyundai,i20
4569,Chennai,2008,160000,Diesel,Manual,First,6,8.75,10.5,2835,107.2,,mitsubishi,pajero
4570,Chennai,2018,3300,Diesel,Automatic,First,5,11.5,24.3,1248,88.5,12.88,maruti,vitara
4571,Delhi,2016,35027,Petrol,Manual,First,5,3,24.07,998,67.1,3.91,maruti,alto
4572,Coimbatore,2015,26568,Petrol,Manual,First,5,3.79,21.1,814,55.2,,hyundai,eon
4573,Ahmedabad,2015,59000,Diesel,Manual,First,5,6,28.09,1248,88.5,,maruti,ciaz
4574,Bangalore,2016,51000,Diesel,Manual,First,5,13.25,19.67,1582,126.2,,hyundai,creta
4575,Delhi,2012,56400,Diesel,Automatic,First,5,8,17.2,1968,138.1,,skoda,superb
4576,Hyderabad,2015,80000,Diesel,Manual,First,5,5.8,20.14,1498,88.8,,volkswagen,polo
4577,Delhi,2012,72000,Diesel,Automatic,Third,,13.85,18.48,,,,bmw,5
4578,Hyderabad,2013,107000,Diesel,Manual,Second,7,13.5,12.99,2494,100.6,,toyota,innova
4579,Pune,2014,100000,Diesel,Automatic,First,5,25,14.21,2143,203,,mercedes-benz,e-class
4580,Kochi,2016,59998,Diesel,Manual,First,5,5.49,20.14,1498,88.8,,volkswagen,polo
4581,Hyderabad,2013,105000,Diesel,Automatic,First,5,19,17.32,1968,150,,audi,q3
4582,Kolkata,2011,36000,Petrol,Manual,First,5,2.5,18.5,1197,80,,hyundai,i20
4583,Kolkata,2015,24350,Petrol,Manual,Second,5,3,19.81,1086,68.05,,hyundai,i10
4584,Kochi,2018,28973,Diesel,Manual,First,5,6.64,24.7,1047,69,,tata,tigor
4585,Kochi,2017,8243,Petrol,Manual,First,5,3.21,21.1,814,55.2,,hyundai,eon
4586,Chennai,2009,136642,Petrol,Manual,Second,5,1.55,17.92,1086,62.1,,hyundai,santro
4587,Hyderabad,2011,60000,Petrol,Manual,First,5,2.59,17.92,1086,62.1,,hyundai,santro
4588,Chennai,2008,100000,Diesel,Manual,Second,8,4,12.7,2609,120,,mahindra,scorpio
4589,Jaipur,2010,48689,Petrol,Manual,First,5,3.87,17.4,1497,117.3,,honda,city
4590,Bangalore,2017,45000,Diesel,Manual,First,5,9.75,24.3,1248,88.5,11,maruti,vitara
4591,Kochi,2019,38163,Diesel,Automatic,First,5,32.91,17.11,1968,174.33,,audi,a4
4592,Chennai,2011,43800,Diesel,Automatic,Second,5,16.75,14.21,2143,203,,mercedes-benz,e-class
4593,Jaipur,2007,92000,Petrol,Manual,First,5,1.9,13.5,1799,130,,honda,civic
4594,Kochi,2017,14064,Petrol,Manual,First,5,6.59,18.6,1197,81.83,,hyundai,i20
4595,Coimbatore,2017,42366,Diesel,Automatic,First,5,31.93,15.73,1968,174.33,,audi,q3
4596,Jaipur,2014,76551,Diesel,Manual,First,5,7.25,25.1,1498,98.6,,honda,city
4597,Pune,2008,72672,Petrol,Manual,First,5,1.9,19.81,1086,68.05,,hyundai,i10
4598,Kolkata,2015,45000,Diesel,Manual,First,5,3.55,25.2,1248,74,,maruti,swift
4599,Hyderabad,2012,91696,Diesel,Automatic,First,7,9.25,11.4,2953,153.86,,ford,endeavour
4600,Kochi,2009,66484,Petrol,Manual,First,5,1.65,13.8,1299,70,,ford,ikon
4601,Coimbatore,2019,15456,Diesel,Automatic,First,5,36.64,20.68,1995,190,48.18,bmw,x1
4602,Mumbai,2011,55000,Diesel,Automatic,Second,5,16,14.21,2143,203,,mercedes-benz,e-class
4603,Kochi,2019,21112,CNG,Manual,First,5,5.38,15.1,1196,73,,maruti,eeco
4604,Pune,2011,98000,Petrol,Manual,First,,3.15,16.7,,,,honda,jazz
4605,Ahmedabad,2014,61297,Diesel,Manual,First,5,4.35,25.8,1498,98.6,,honda,amaze
4606,Hyderabad,2006,80000,Petrol,Manual,Second,5,1.2,17.3,993,60,,maruti,zen
4607,Jaipur,2013,59000,Petrol,Manual,Second,5,4.1,18.5,1197,80,,hyundai,i20
4608,Chennai,2009,150000,Diesel,Automatic,First,5,18.75,11,2993,235,,bmw,x5
4609,Coimbatore,2017,60083,Diesel,Manual,First,5,13.78,19.67,1582,126.2,,hyundai,creta
4610,Kolkata,2016,85450,Diesel,Manual,First,5,4,26.59,1248,74,,maruti,swift
4611,Jaipur,2013,88000,Diesel,Manual,First,5,4.33,22.9,1248,74,,maruti,swift
4612,Kochi,2015,81828,Diesel,Manual,First,5,5.43,24,1186,73.97,8.68,hyundai,grand
4613,Mumbai,2016,18000,Petrol,Manual,First,5,4.9,18.16,1196,86.8,,ford,figo
4614,Chennai,2017,15000,Diesel,Automatic,First,5,70,15.97,2993,258,,bmw,x5
4615,Kolkata,2016,34000,Diesel,Automatic,First,5,25.5,11.78,2143,167.62,,mercedes-benz,new
4616,Ahmedabad,2015,46000,Petrol,Automatic,First,5,5.1,18.9,1197,82,,hyundai,grand
4617,Hyderabad,2013,48158,Diesel,Manual,First,5,6.7,22.32,1582,126.32,,hyundai,verna
4618,Hyderabad,2013,93000,Diesel,Automatic,First,5,26.5,16.73,2993,218,,bmw,5
4619,Ahmedabad,2013,71007,Diesel,Manual,First,5,3.9,23.08,1461,63.1,,nissan,micra
4620,Pune,2010,63067,Petrol,Manual,Second,5,2.7,15.5,1586,103.3,,maruti,sx4
4621,Hyderabad,2011,70259,Diesel,Manual,First,5,2.95,21.12,1248,88.8,,tata,manza
4622,Ahmedabad,2015,13000,Diesel,Automatic,First,5,23,16.55,1968,140,,audi,a4
4623,Pune,2009,140000,Diesel,Manual,Second,5,2.49,17.8,1248,75,,maruti,swift
4624,Jaipur,2015,130000,Diesel,Manual,First,5,4.5,25.2,1248,74,,maruti,swift
4625,Delhi,2011,89401,Diesel,Manual,First,5,4.5,21.43,1364,87.2,,toyota,corolla
4626,Hyderabad,2015,67000,Diesel,Manual,First,5,6.9,27.3,1498,98.6,,honda,jazz
4627,Kochi,2010,65329,Petrol,Automatic,First,4,20.72,7.94,4395,450,,bmw,6
4628,Jaipur,2010,72000,Petrol,Manual,First,5,2.21,16.25,1198,73.9,,skoda,fabia
4629,Jaipur,2001,70000,Petrol,Manual,Third,5,0.55,,1242,,,fiat,siena
4630,Mumbai,2011,82000,Diesel,Automatic,Second,5,13.9,12.35,2179,187.74,,land,rover
4631,Pune,2010,85000,Petrol,Manual,First,5,1.46,15.3,1596,101,,ford,fiesta
4632,Pune,2012,83000,Diesel,Automatic,First,5,6,19.08,1582,126.32,,hyundai,verna
